benchmark,benchmark_label,seed,estimator,iteration,tau,w2_sq_proxy,protocol
seven_lobes,Seven lobes,43,PMM2/PMM3,5,0.95,0.0024971629079939537,iterated_resampling_with_matched_refresh_proxy
seven_lobes,Seven lobes,43,PMM2/PMM3,6,0.95,0.0025763054241909854,iterated_resampling_with_matched_refresh_proxy
seven_lobes,Seven lobes,43,PMM2/PMM3,7,0.95,0.0024449348752240015,iterated_resampling_with_matched_refresh_proxy
seven_lobes,Seven lobes,43,PMM2/PMM3,8,0.95,0.002388479692633249,iterated_resampling_with_matched_refresh_proxy
swiss_roll,Swiss roll,11,Plugin_Estimator,0,0.9,0.18153424560167045,iterated_resampling_with_matched_refresh_proxy
swiss_roll,Swiss roll,11,Plugin_Estimator,1,0.9,0.11634097258408492,iterated_resampling_with_matched_refresh_proxy
swiss_roll,Swiss roll,11,Plugin_Estimator,2,0.9,0.06403695095186683,iterated_resampling_with_matched_refresh_proxy
swiss_roll,Swiss roll,11,Plugin_Estimator,3,0.9,0.048630869171054976,iterated_resampling_with_matched_refresh_proxy
swiss_roll,Swiss roll,11,Plugin_Estimator,4,0.9,0.044532542062600544,iterated_resampling_with_matched_refresh_proxy
swiss_roll,Swiss roll,11,Plugin_Estimator,5,0.9,0.042936427310396534,iterated_resampling_with_matched_refresh_proxy
swiss_roll,Swiss roll,11,Plugin_Estimator,6,0.9,0.04540203515508378,iterated_resampling_with_matched_refresh_proxy
swiss_roll,Swiss roll,11,Plugin_Estimator,7,0.9,0.04347158732158861,iterated_resampling_with_matched_refresh_proxy
swiss_roll,Swiss roll,11,Plugin_Estimator,8,0.9,0.04184033077526923,iterated_resampling_with_matched_refresh_proxy
swiss_roll,Swiss roll,11,k_Ensemble,0,0.9,0.18153424560167045,iterated_resampling_with_matched_refresh_proxy
swiss_roll,Swiss roll,11,k_Ensemble,1,0.9,0.11608307363637896,iterated_resampling_with_matched_refresh_proxy
swiss_roll,Swiss roll,11,k_Ensemble,2,0.9,0.063348062215465,iterated_resampling_with_matched_refresh_proxy
swiss_roll,Swiss roll,11,k_Ensemble,3,0.9,0.04449218161153191,iterated_resampling_with_matched_refresh_proxy
swiss_roll,Swiss roll,11,k_Ensemble,4,0.9,0.03879150832507475,iterated_resampling_with_matched_refresh_proxy
swiss_roll,Swiss roll,11,k_Ensemble,5,0.9,0.03747903557155925,iterated_resampling_with_matched_refresh_proxy
swiss_roll,Swiss roll,11,k_Ensemble,6,0.9,0.039054158135493885,iterated_resampling_with_matched_refresh_proxy
swiss_roll,Swiss roll,11,k_Ensemble,7,0.9,0.03853384872348009,iterated_resampling_with_matched_refresh_proxy
swiss_roll,Swiss roll,11,k_Ensemble,8,0.9,0.037875443831906365,iterated_resampling_with_matched_refresh_proxy
swiss_roll,Swiss roll,11,MLE_Exp,0,0.9,0.18153424560167045,iterated_resampling_with_matched_refresh_proxy
swiss_roll,Swiss roll,11,MLE_Exp,1,0.9,0.11634097258408492,iterated_resampling_with_matched_refresh_proxy
swiss_roll,Swiss roll,11,MLE_Exp,2,0.9,0.06403695095186683,iterated_resampling_with_matched_refresh_proxy
swiss_roll,Swiss roll,11,MLE_Exp,3,0.9,0.048630869171054976,iterated_resampling_with_matched_refresh_proxy
swiss_roll,Swiss roll,11,MLE_Exp,4,0.9,0.044532542062600544,iterated_resampling_with_matched_refresh_proxy
swiss_roll,Swiss roll,11,MLE_Exp,5,0.9,0.042936427310396534,iterated_resampling_with_matched_refresh_proxy
swiss_roll,Swiss roll,11,MLE_Exp,6,0.9,0.04540203515508378,iterated_resampling_with_matched_refresh_proxy
swiss_roll,Swiss roll,11,MLE_Exp,7,0.9,0.04347158732158861,iterated_resampling_with_matched_refresh_proxy
swiss_roll,Swiss roll,11,MLE_Exp,8,0.9,0.04184033077526923,iterated_resampling_with_matched_refresh_proxy
swiss_roll,Swiss roll,11,PMM2/PMM3,0,0.9,0.18153424560167045,iterated_resampling_with_matched_refresh_proxy
swiss_roll,Swiss roll,11,PMM2/PMM3,1,0.9,0.16659813824213182,iterated_resampling_with_matched_refresh_proxy
swiss_roll,Swiss roll,11,PMM2/PMM3,2,0.9,0.14483034863913558,iterated_resampling_with_matched_refresh_proxy
swiss_roll,Swiss roll,11,PMM2/PMM3,3,0.9,0.18286457963303496,iterated_resampling_with_matched_refresh_proxy
swiss_roll,Swiss roll,11,PMM2/PMM3,4,0.9,0.09546346979383907,iterated_resampling_with_matched_refresh_proxy
swiss_roll,Swiss roll,11,PMM2/PMM3,5,0.9,0.18580805134465245,iterated_resampling_with_matched_refresh_proxy
swiss_roll,Swiss roll,11,PMM2/PMM3,6,0.9,0.18588802060595538,iterated_resampling_with_matched_refresh_proxy
swiss_roll,Swiss roll,11,PMM2/PMM3,7,0.9,0.17582357139983743,iterated_resampling_with_matched_refresh_proxy
swiss_roll,Swiss roll,11,PMM2/PMM3,8,0.9,0.17446280936726624,iterated_resampling_with_matched_refresh_proxy
swiss_roll,Swiss roll,17,Plugin_Estimator,0,0.9,0.15919020490197608,iterated_resampling_with_matched_refresh_proxy
swiss_roll,Swiss roll,17,Plugin_Estimator,1,0.9,0.07861814943549311,iterated_resampling_with_matched_refresh_proxy
swiss_roll,Swiss roll,17,Plugin_Estimator,2,0.9,0.05872305686626733,iterated_resampling_with_matched_refresh_proxy
swiss_roll,Swiss roll,17,Plugin_Estimator,3,0.9,0.05291535239115305,iterated_resampling_with_matched_refresh_proxy
swiss_roll,Swiss roll,17,Plugin_Estimator,4,0.9,0.04854206863212006,iterated_resampling_with_matched_refresh_proxy
swiss_roll,Swiss roll,17,Plugin_Estimator,5,0.9,0.047236329127311925,iterated_resampling_with_matched_refresh_proxy
swiss_roll,Swiss roll,17,Plugin_Estimator,6,0.9,0.046111385205774694,iterated_resampling_with_matched_refresh_proxy
swiss_roll,Swiss roll,17,Plugin_Estimator,7,0.9,0.043100320917715935,iterated_resampling_with_matched_refresh_proxy
swiss_roll,Swiss roll,17,Plugin_Estimator,8,0.9,0.04255033453821924,iterated_resampling_with_matched_refresh_proxy
swiss_roll,Swiss roll,17,k_Ensemble,0,0.9,0.15919020490197608,iterated_resampling_with_matched_refresh_proxy
swiss_roll,Swiss roll,17,k_Ensemble,1,0.9,0.07851092725761845,iterated_resampling_with_matched_refresh_proxy
swiss_roll,Swiss roll,17,k_Ensemble,2,0.9,0.059473034243533084,iterated_resampling_with_matched_refresh_proxy
swiss_roll,Swiss roll,17,k_Ensemble,3,0.9,0.05214321102765526,iterated_resampling_with_matched_refresh_proxy
swiss_roll,Swiss roll,17,k_Ensemble,4,0.9,0.047471586780685485,iterated_resampling_with_matched_refresh_proxy
swiss_roll,Swiss roll,17,k_Ensemble,5,0.9,0.04511569366483538,iterated_resampling_with_matched_refresh_proxy
swiss_roll,Swiss roll,17,k_Ensemble,6,0.9,0.04221313781240382,iterated_resampling_with_matched_refresh_proxy
swiss_roll,Swiss roll,17,k_Ensemble,7,0.9,0.03853508008223488,iterated_resampling_with_matched_refresh_proxy
swiss_roll,Swiss roll,17,k_Ensemble,8,0.9,0.03521898875442503,iterated_resampling_with_matched_refresh_proxy
swiss_roll,Swiss roll,17,MLE_Exp,0,0.9,0.15919020490197608,iterated_resampling_with_matched_refresh_proxy
swiss_roll,Swiss roll,17,MLE_Exp,1,0.9,0.07861814943549311,iterated_resampling_with_matched_refresh_proxy
swiss_roll,Swiss roll,17,MLE_Exp,2,0.9,0.05872305686626733,iterated_resampling_with_matched_refresh_proxy
swiss_roll,Swiss roll,17,MLE_Exp,3,0.9,0.05291535239115305,iterated_resampling_with_matched_refresh_proxy
swiss_roll,Swiss roll,17,MLE_Exp,4,0.9,0.04854206863212006,iterated_resampling_with_matched_refresh_proxy
swiss_roll,Swiss roll,17,MLE_Exp,5,0.9,0.047236329127311925,iterated_resampling_with_matched_refresh_proxy
swiss_roll,Swiss roll,17,MLE_Exp,6,0.9,0.046111385205774694,iterated_resampling_with_matched_refresh_proxy
swiss_roll,Swiss roll,17,MLE_Exp,7,0.9,0.043100320917715935,iterated_resampling_with_matched_refresh_proxy
swiss_roll,Swiss roll,17,MLE_Exp,8,0.9,0.04255033453821924,iterated_resampling_with_matched_refresh_proxy
swiss_roll,Swiss roll,17,PMM2/PMM3,0,0.9,0.15919020490197608,iterated_resampling_with_matched_refresh_proxy
swiss_roll,Swiss roll,17,PMM2/PMM3,1,0.9,0.15813293569225614,iterated_resampling_with_matched_refresh_proxy
swiss_roll,Swiss roll,17,PMM2/PMM3,2,0.9,0.1561783351558936,iterated_resampling_with_matched_refresh_proxy
swiss_roll,Swiss roll,17,PMM2/PMM3,3,0.9,0.21403192103152904,iterated_resampling_with_matched_refresh_proxy
swiss_roll,Swiss roll,17,PMM2/PMM3,4,0.9,0.2500790099946272,iterated_resampling_with_matched_refresh_proxy
swiss_roll,Swiss roll,17,PMM2/PMM3,5,0.9,0.13379673170516923,iterated_resampling_with_matched_refresh_proxy
swiss_roll,Swiss roll,17,PMM2/PMM3,6,0.9,0.16876688872064258,iterated_resampling_with_matched_refresh_proxy
swiss_roll,Swiss roll,17,PMM2/PMM3,7,0.9,0.22026308748153312,iterated_resampling_with_matched_refresh_proxy
swiss_roll,Swiss roll,17,PMM2/PMM3,8,0.9,0.13059104745732605,iterated_resampling_with_matched_refresh_proxy
swiss_roll,Swiss roll,23,Plugin_Estimator,0,0.9,0.162248513047574,iterated_resampling_with_matched_refresh_proxy
swiss_roll,Swiss roll,23,Plugin_Estimator,1,0.9,0.08578839951512017,iterated_resampling_with_matched_refresh_proxy
swiss_roll,Swiss roll,23,Plugin_Estimator,2,0.9,0.05694541651619892,iterated_resampling_with_matched_refresh_proxy
swiss_roll,Swiss roll,23,Plugin_Estimator,3,0.9,0.05383806495971088,iterated_resampling_with_matched_refresh_proxy
swiss_roll,Swiss roll,23,Plugin_Estimator,4,0.9,0.04500501289446877,iterated_resampling_with_matched_refresh_proxy
swiss_roll,Swiss roll,23,Plugin_Estimator,5,0.9,0.0450214054338371,iterated_resampling_with_matched_refresh_proxy
swiss_roll,Swiss roll,23,Plugin_Estimator,6,0.9,0.04481377935689955,iterated_resampling_with_matched_refresh_proxy
swiss_roll,Swiss roll,23,Plugin_Estimator,7,0.9,0.0465724757944035,iterated_resampling_with_matched_refresh_proxy
swiss_roll,Swiss roll,23,Plugin_Estimator,8,0.9,0.0450423764916041,iterated_resampling_with_matched_refresh_proxy
swiss_roll,Swiss roll,23,k_Ensemble,0,0.9,0.162248513047574,iterated_resampling_with_matched_refresh_proxy
swiss_roll,Swiss roll,23,k_Ensemble,1,0.9,0.08633772429902672,iterated_resampling_with_matched_refresh_proxy
swiss_roll,Swiss roll,23,k_Ensemble,2,0.9,0.05589100443741633,iterated_resampling_with_matched_refresh_proxy
swiss_roll,Swiss roll,23,k_Ensemble,3,0.9,0.05105266117860149,iterated_resampling_with_matched_refresh_proxy
swiss_roll,Swiss roll,23,k_Ensemble,4,0.9,0.04128242472751876,iterated_resampling_with_matched_refresh_proxy
swiss_roll,Swiss roll,23,k_Ensemble,5,0.9,0.040820754417920685,iterated_resampling_with_matched_refresh_proxy
swiss_roll,Swiss roll,23,k_Ensemble,6,0.9,0.038296930211929495,iterated_resampling_with_matched_refresh_proxy
swiss_roll,Swiss roll,23,k_Ensemble,7,0.9,0.03907488572156995,iterated_resampling_with_matched_refresh_proxy
swiss_roll,Swiss roll,23,k_Ensemble,8,0.9,0.03629604298250899,iterated_resampling_with_matched_refresh_proxy
swiss_roll,Swiss roll,23,MLE_Exp,0,0.9,0.162248513047574,iterated_resampling_with_matched_refresh_proxy
swiss_roll,Swiss roll,23,MLE_Exp,1,0.9,0.08578839951512017,iterated_resampling_with_matched_refresh_proxy
swiss_roll,Swiss roll,23,MLE_Exp,2,0.9,0.05694541651619892,iterated_resampling_with_matched_refresh_proxy
swiss_roll,Swiss roll,23,MLE_Exp,3,0.9,0.05383806495971088,iterated_resampling_with_matched_refresh_proxy
swiss_roll,Swiss roll,23,MLE_Exp,4,0.9,0.04500501289446877,iterated_resampling_with_matched_refresh_proxy
swiss_roll,Swiss roll,23,MLE_Exp,5,0.9,0.0450214054338371,iterated_resampling_with_matched_refresh_proxy
swiss_roll,Swiss roll,23,MLE_Exp,6,0.9,0.04481377935689955,iterated_resampling_with_matched_refresh_proxy
swiss_roll,Swiss roll,23,MLE_Exp,7,0.9,0.0465724757944035,iterated_resampling_with_matched_refresh_proxy
swiss_roll,Swiss roll,23,MLE_Exp,8,0.9,0.0450423764916041,iterated_resampling_with_matched_refresh_proxy
swiss_roll,Swiss roll,23,PMM2/PMM3,0,0.9,0.162248513047574,iterated_resampling_with_matched_refresh_proxy
swiss_roll,Swiss roll,23,PMM2/PMM3,1,0.9,0.15461148668816438,iterated_resampling_with_matched_refresh_proxy
swiss_roll,Swiss roll,23,PMM2/PMM3,2,0.9,0.21173797943199982,iterated_resampling_with_matched_refresh_proxy
swiss_roll,Swiss roll,23,PMM2/PMM3,3,0.9,0.10846239862035441,iterated_resampling_with_matched_refresh_proxy
swiss_roll,Swiss roll,23,PMM2/PMM3,4,0.9,0.18140231403704615,iterated_resampling_with_matched_refresh_proxy
swiss_roll,Swiss roll,23,PMM2/PMM3,5,0.9,0.09722242560904935,iterated_resampling_with_matched_refresh_proxy
swiss_roll,Swiss roll,23,PMM2/PMM3,6,0.9,0.14241116739516999,iterated_resampling_with_matched_refresh_proxy
swiss_roll,Swiss roll,23,PMM2/PMM3,7,0.9,0.15320531760775707,iterated_resampling_with_matched_refresh_proxy
swiss_roll,Swiss roll,23,PMM2/PMM3,8,0.9,0.19242840759658503,iterated_resampling_with_matched_refresh_proxy
swiss_roll,Swiss roll,31,Plugin_Estimator,0,0.9,0.14397642828580295,iterated_resampling_with_matched_refresh_proxy
swiss_roll,Swiss roll,31,Plugin_Estimator,1,0.9,0.07419638808203813,iterated_resampling_with_matched_refresh_proxy
swiss_roll,Swiss roll,31,Plugin_Estimator,2,0.9,0.052337338067213066,iterated_resampling_with_matched_refresh_proxy
swiss_roll,Swiss roll,31,Plugin_Estimator,3,0.9,0.04184987423232737,iterated_resampling_with_matched_refresh_proxy
swiss_roll,Swiss roll,31,Plugin_Estimator,4,0.9,0.0400623855862599,iterated_resampling_with_matched_refresh_proxy
swiss_roll,Swiss roll,31,Plugin_Estimator,5,0.9,0.04077395261000208,iterated_resampling_with_matched_refresh_proxy
swiss_roll,Swiss roll,31,Plugin_Estimator,6,0.9,0.039388552910052825,iterated_resampling_with_matched_refresh_proxy
swiss_roll,Swiss roll,31,Plugin_Estimator,7,0.9,0.041284791378127114,iterated_resampling_with_matched_refresh_proxy
swiss_roll,Swiss roll,31,Plugin_Estimator,8,0.9,0.03936499822142404,iterated_resampling_with_matched_refresh_proxy
swiss_roll,Swiss roll,31,k_Ensemble,0,0.9,0.14397642828580295,iterated_resampling_with_matched_refresh_proxy
swiss_roll,Swiss roll,31,k_Ensemble,1,0.9,0.07465515077392287,iterated_resampling_with_matched_refresh_proxy
swiss_roll,Swiss roll,31,k_Ensemble,2,0.9,0.05107925590719496,iterated_resampling_with_matched_refresh_proxy
swiss_roll,Swiss roll,31,k_Ensemble,3,0.9,0.043470174729294354,iterated_resampling_with_matched_refresh_proxy
swiss_roll,Swiss roll,31,k_Ensemble,4,0.9,0.049210220307072866,iterated_resampling_with_matched_refresh_proxy
swiss_roll,Swiss roll,31,k_Ensemble,5,0.9,0.04037411151480605,iterated_resampling_with_matched_refresh_proxy
swiss_roll,Swiss roll,31,k_Ensemble,6,0.9,0.04321079843599604,iterated_resampling_with_matched_refresh_proxy
swiss_roll,Swiss roll,31,k_Ensemble,7,0.9,0.03856061424440013,iterated_resampling_with_matched_refresh_proxy
swiss_roll,Swiss roll,31,k_Ensemble,8,0.9,0.03659621343305732,iterated_resampling_with_matched_refresh_proxy
swiss_roll,Swiss roll,31,MLE_Exp,0,0.9,0.14397642828580295,iterated_resampling_with_matched_refresh_proxy
swiss_roll,Swiss roll,31,MLE_Exp,1,0.9,0.07419638808203813,iterated_resampling_with_matched_refresh_proxy
swiss_roll,Swiss roll,31,MLE_Exp,2,0.9,0.052337338067213066,iterated_resampling_with_matched_refresh_proxy
swiss_roll,Swiss roll,31,MLE_Exp,3,0.9,0.04184987423232737,iterated_resampling_with_matched_refresh_proxy
swiss_roll,Swiss roll,31,MLE_Exp,4,0.9,0.0400623855862599,iterated_resampling_with_matched_refresh_proxy
swiss_roll,Swiss roll,31,MLE_Exp,5,0.9,0.04077395261000208,iterated_resampling_with_matched_refresh_proxy
swiss_roll,Swiss roll,31,MLE_Exp,6,0.9,0.039388552910052825,iterated_resampling_with_matched_refresh_proxy
swiss_roll,Swiss roll,31,MLE_Exp,7,0.9,0.041284791378127114,iterated_resampling_with_matched_refresh_proxy
swiss_roll,Swiss roll,31,MLE_Exp,8,0.9,0.03936499822142404,iterated_resampling_with_matched_refresh_proxy
swiss_roll,Swiss roll,31,PMM2/PMM3,0,0.9,0.14397642828580295,iterated_resampling_with_matched_refresh_proxy
swiss_roll,Swiss roll,31,PMM2/PMM3,1,0.9,0.175138710705324,iterated_resampling_with_matched_refresh_proxy
swiss_roll,Swiss roll,31,PMM2/PMM3,2,0.9,0.08727858707111145,iterated_resampling_with_matched_refresh_proxy
swiss_roll,Swiss roll,31,PMM2/PMM3,3,0.9,0.17305769921224937,iterated_resampling_with_matched_refresh_proxy
swiss_roll,Swiss roll,31,PMM2/PMM3,4,0.9,0.23845551448434643,iterated_resampling_with_matched_refresh_proxy
swiss_roll,Swiss roll,31,PMM2/PMM3,5,0.9,0.23455097347312254,iterated_resampling_with_matched_refresh_proxy
swiss_roll,Swiss roll,31,PMM2/PMM3,6,0.9,0.3116970546621808,iterated_resampling_with_matched_refresh_proxy
swiss_roll,Swiss roll,31,PMM2/PMM3,7,0.9,0.12164162426512358,iterated_resampling_with_matched_refresh_proxy
swiss_roll,Swiss roll,31,PMM2/PMM3,8,0.9,0.15768058870028667,iterated_resampling_with_matched_refresh_proxy
swiss_roll,Swiss roll,43,Plugin_Estimator,0,0.9,0.1274422309641757,iterated_resampling_with_matched_refresh_proxy
swiss_roll,Swiss roll,43,Plugin_Estimator,1,0.9,0.0898865441594543,iterated_resampling_with_matched_refresh_proxy
swiss_roll,Swiss roll,43,Plugin_Estimator,2,0.9,0.07779715034305909,iterated_resampling_with_matched_refresh_proxy
swiss_roll,Swiss roll,43,Plugin_Estimator,3,0.9,0.05469844299014164,iterated_resampling_with_matched_refresh_proxy
swiss_roll,Swiss roll,43,Plugin_Estimator,4,0.9,0.04576879482336215,iterated_resampling_with_matched_refresh_proxy
swiss_roll,Swiss roll,43,Plugin_Estimator,5,0.9,0.04438653654232116,iterated_resampling_with_matched_refresh_proxy
swiss_roll,Swiss roll,43,Plugin_Estimator,6,0.9,0.04281726293263868,iterated_resampling_with_matched_refresh_proxy
swiss_roll,Swiss roll,43,Plugin_Estimator,7,0.9,0.04435088023512888,iterated_resampling_with_matched_refresh_proxy
swiss_roll,Swiss roll,43,Plugin_Estimator,8,0.9,0.040604911741937796,iterated_resampling_with_matched_refresh_proxy
swiss_roll,Swiss roll,43,k_Ensemble,0,0.9,0.1274422309641757,iterated_resampling_with_matched_refresh_proxy
swiss_roll,Swiss roll,43,k_Ensemble,1,0.9,0.08941445061354049,iterated_resampling_with_matched_refresh_proxy
swiss_roll,Swiss roll,43,k_Ensemble,2,0.9,0.07637356838112663,iterated_resampling_with_matched_refresh_proxy
swiss_roll,Swiss roll,43,k_Ensemble,3,0.9,0.05630178558043877,iterated_resampling_with_matched_refresh_proxy
swiss_roll,Swiss roll,43,k_Ensemble,4,0.9,0.04647261986576486,iterated_resampling_with_matched_refresh_proxy
swiss_roll,Swiss roll,43,k_Ensemble,5,0.9,0.042463513257785065,iterated_resampling_with_matched_refresh_proxy
swiss_roll,Swiss roll,43,k_Ensemble,6,0.9,0.03781592518530674,iterated_resampling_with_matched_refresh_proxy
swiss_roll,Swiss roll,43,k_Ensemble,7,0.9,0.04180965918388392,iterated_resampling_with_matched_refresh_proxy
swiss_roll,Swiss roll,43,k_Ensemble,8,0.9,0.03642608101088875,iterated_resampling_with_matched_refresh_proxy
swiss_roll,Swiss roll,43,MLE_Exp,0,0.9,0.1274422309641757,iterated_resampling_with_matched_refresh_proxy
swiss_roll,Swiss roll,43,MLE_Exp,1,0.9,0.0898865441594543,iterated_resampling_with_matched_refresh_proxy
swiss_roll,Swiss roll,43,MLE_Exp,2,0.9,0.07779715034305909,iterated_resampling_with_matched_refresh_proxy
swiss_roll,Swiss roll,43,MLE_Exp,3,0.9,0.05469844299014164,iterated_resampling_with_matched_refresh_proxy
swiss_roll,Swiss roll,43,MLE_Exp,4,0.9,0.04576879482336215,iterated_resampling_with_matched_refresh_proxy
swiss_roll,Swiss roll,43,MLE_Exp,5,0.9,0.04438653654232116,iterated_resampling_with_matched_refresh_proxy
swiss_roll,Swiss roll,43,MLE_Exp,6,0.9,0.04281726293263868,iterated_resampling_with_matched_refresh_proxy
swiss_roll,Swiss roll,43,MLE_Exp,7,0.9,0.04435088023512888,iterated_resampling_with_matched_refresh_proxy
swiss_roll,Swiss roll,43,MLE_Exp,8,0.9,0.040604911741937796,iterated_resampling_with_matched_refresh_proxy
swiss_roll,Swiss roll,43,PMM2/PMM3,0,0.9,0.1274422309641757,iterated_resampling_with_matched_refresh_proxy
swiss_roll,Swiss roll,43,PMM2/PMM3,1,0.9,0.2035432336984582,iterated_resampling_with_matched_refresh_proxy
swiss_roll,Swiss roll,43,PMM2/PMM3,2,0.9,0.153228535217884,iterated_resampling_with_matched_refresh_proxy
swiss_roll,Swiss roll,43,PMM2/PMM3,3,0.9,0.17043264586233597,iterated_resampling_with_matched_refresh_proxy
swiss_roll,Swiss roll,43,PMM2/PMM3,4,0.9,0.15586449186025428,iterated_resampling_with_matched_refresh_proxy
swiss_roll,Swiss roll,43,PMM2/PMM3,5,0.9,0.17088963912782004,iterated_resampling_with_matched_refresh_proxy
swiss_roll,Swiss roll,43,PMM2/PMM3,6,0.9,0.2090560150157484,iterated_resampling_with_matched_refresh_proxy
swiss_roll,Swiss roll,43,PMM2/PMM3,7,0.9,0.2442417523547477,iterated_resampling_with_matched_refresh_proxy
swiss_roll,Swiss roll,43,PMM2/PMM3,8,0.9,0.16983596517112967,iterated_resampling_with_matched_refresh_proxy
